event_id,delivery_id,store_name,scooter_id,event_timestamp,distance_km,event_type,status
103,13,North Plaza,SC003,2026-09-03 20:51:00,0.1,arrived_customer,operational
104,13,North Plaza,SC003,2026-09-03 20:54:00,0.0,delivery_complete,operational
105,14,Westside Kitchen,SC010,2026-09-02 18:41:00,0.0,order_received,operational
106,14,Westside Kitchen,SC010,2026-09-02 18:51:00,0.22,arrived_restaurant,operational
107,14,Westside Kitchen,SC010,2026-09-02 18:56:00,0.0,pickup_complete,operational
108,14,Westside Kitchen,SC010,2026-09-02 18:57:00,1.41,in_transit,operational
109,14,Westside Kitchen,SC010,2026-09-02 19:03:00,0.0,waiting_traffic,operational
110,14,Westside Kitchen,SC010,2026-09-02 19:05:00,2.67,in_transit,operational
111,14,Westside Kitchen,SC010,2026-09-02 19:09:00,0.15,arrived_customer,operational
112,14,Westside Kitchen,SC010,2026-09-02 19:13:00,0.0,delivery_complete,operational
113,15,Downtown Hub,SC003,2026-09-03 18:03:00,0.0,order_received,operational
114,15,Downtown Hub,SC003,2026-09-03 18:08:00,0.28,arrived_restaurant,operational
115,15,Downtown Hub,SC003,2026-09-03 18:12:00,0.0,pickup_complete,operational
116,15,Downtown Hub,SC003,2026-09-03 18:13:00,2.58,in_transit,operational
117,15,Downtown Hub,SC003,2026-09-03 18:20:00,0.0,waiting_traffic,operational
118,15,Downtown Hub,SC003,2026-09-03 18:23:00,2.23,in_transit,operational
119,15,Downtown Hub,SC003,2026-09-03 18:33:00,0.27,arrived_customer,operational
120,15,Downtown Hub,SC003,2026-09-03 18:36:00,0.0,delivery_complete,operational
121,16,North Plaza,SC008,2026-09-02 20:26:00,0.0,order_received,operational
122,16,North Plaza,SC008,2026-09-02 20:33:00,0.13,arrived_restaurant,operational
123,16,North Plaza,SC008,2026-09-02 20:38:00,0.0,pickup_complete,operational
124,16,North Plaza,SC008,2026-09-02 20:39:00,3.22,in_transit,operational
125,16,North Plaza,SC008,2026-09-02 20:48:00,0.0,waiting_traffic,operational
126,16,North Plaza,SC008,2026-09-02 20:49:00,2.53,in_transit,operational
127,16,North Plaza,SC008,2026-09-02 20:56:00,0.07,arrived_customer,operational
128,16,North Plaza,SC008,2026-09-02 21:00:00,0.0,delivery_complete,minor_delay
129,17,Downtown Hub,SC002,2026-09-02 19:21:00,0.0,order_received,operational
130,17,Downtown Hub,SC002,2026-09-02 19:29:00,0.05,arrived_restaurant,operational
131,17,Downtown Hub,SC002,2026-09-02 19:32:00,0.0,pickup_complete,operational
132,17,Downtown Hub,SC002,2026-09-02 19:33:00,2.67,in_transit,operational
133,17,Downtown Hub,SC002,2026-09-02 19:36:00,0.0,waiting_traffic,operational
134,17,Downtown Hub,SC002,2026-09-02 19:37:00,2.72,in_transit,operational
135,17,Downtown Hub,SC002,2026-09-02 19:45:00,0.24,arrived_customer,operational
136,17,Downtown Hub,SC002,2026-09-02 19:47:00,0.0,delivery_complete,operational
137,18,Downtown Hub,SC015,2026-09-03 09:03:00,0.0,order_received,operational
138,18,Downtown Hub,SC015,2026-09-03 09:07:00,0.21,arrived_restaurant,operational
139,18,Downtown Hub,SC015,2026-09-03 09:13:00,0.0,pickup_complete,operational
140,18,Downtown Hub,SC015,2026-09-03 09:14:00,1.79,in_transit,operational
141,18,Downtown Hub,SC015,2026-09-03 09:17:00,0.0,waiting_traffic,operational
142,18,Downtown Hub,SC015,2026-09-03 09:20:00,3.43,in_transit,operational
143,18,Downtown Hub,SC015,2026-09-03 09:24:00,0.15,arrived_customer,operational
144,18,Downtown Hub,SC015,2026-09-03 09:26:00,0.0,delivery_complete,operational
145,19,North Plaza,SC002,2026-09-01 14:00:00,0.0,order_received,minor_delay
146,19,North Plaza,SC002,2026-09-01 14:08:00,0.25,arrived_restaurant,operational
147,19,North Plaza,SC002,2026-09-01 14:14:00,0.0,pickup_complete,operational
148,19,North Plaza,SC002,2026-09-01 14:16:00,2.13,in_transit,operational
149,19,North Plaza,SC002,2026-09-01 14:22:00,0.0,waiting_traffic,operational
150,19,North Plaza,SC002,2026-09-01 14:25:00,1.56,in_transit,minor_delay
151,19,North Plaza,SC002,2026-09-01 14:29:00,0.09,arrived_customer,minor_delay
152,19,North Plaza,SC002,2026-09-01 14:33:00,0.0,delivery_complete,operational
153,20,North Plaza,SC005,2026-09-01 12:13:00,0.0,order_received,minor_delay
154,20,North Plaza,SC005,2026-09-01 12:20:00,0.05,arrived_restaurant,operational
155,20,North Plaza,SC005,2026-09-01 12:24:00,0.0,pickup_complete,operational
156,20,North Plaza,SC005,2026-09-01 12:25:00,3.41,in_transit,operational
157,20,North Plaza,SC005,2026-09-01 12:30:00,0.0,waiting_traffic,operational
158,20,North Plaza,SC005,2026-09-01 12:33:00,3.1,in_transit,operational
159,20,North Plaza,SC005,2026-09-01 12:37:00,0.13,arrived_customer,operational
160,20,North Plaza,SC005,2026-09-01 12:38:00,0.0,delivery_complete,operational
161,21,Westside Kitchen,SC002,2026-09-03 09:54:00,0.0,order_received,operational
162,21,Westside Kitchen,SC002,2026-09-03 10:02:00,0.28,arrived_restaurant,operational
163,21,Westside Kitchen,SC002,2026-09-03 10:04:00,0.0,pickup_complete,operational
164,21,Westside Kitchen,SC002,2026-09-03 10:05:00,1.06,in_transit,operational
165,21,Westside Kitchen,SC002,2026-09-03 10:15:00,0.0,waiting_traffic,operational
166,21,Westside Kitchen,SC002,2026-09-03 10:18:00,3.17,in_transit,operational
167,21,Westside Kitchen,SC002,2026-09-03 10:21:00,0.23,arrived_customer,operational
168,21,Westside Kitchen,SC002,2026-09-03 10:26:00,0.0,delivery_complete,operational
169,22,Downtown Hub,SC014,2026-09-03 17:36:00,0.0,order_received,operational
170,22,Downtown Hub,SC014,2026-09-03 17:47:00,0.25,arrived_restaurant,operational
171,22,Downtown Hub,SC014,2026-09-03 17:49:00,0.0,pickup_complete,operational
172,22,Downtown Hub,SC014,2026-09-03 17:50:00,3.27,in_transit,operational
173,22,Downtown Hub,SC014,2026-09-03 17:56:00,0.0,waiting_traffic,operational
174,22,Downtown Hub,SC014,2026-09-03 17:59:00,2.96,in_transit,operational
175,22,Downtown Hub,SC014,2026-09-03 18:07:00,0.21,arrived_customer,operational
176,22,Downtown Hub,SC014,2026-09-03 18:17:00,0.0,delivery_complete,operational
177,23,Eastgate Food Court,SC003,2026-09-01 15:39:00,0.0,order_received,minor_delay
178,23,Eastgate Food Court,SC003,2026-09-01 15:50:00,0.27,arrived_restaurant,minor_delay
179,23,Eastgate Food Court,SC003,2026-09-01 15:56:00,0.0,pickup_complete,operational
180,23,Eastgate Food Court,SC003,2026-09-01 15:57:00,1.05,in_transit,operational
181,23,Eastgate Food Court,SC003,2026-09-01 15:59:00,0.0,waiting_traffic,operational
182,23,Eastgate Food Court,SC003,2026-09-01 16:01:00,2.06,in_transit,operational
183,23,Eastgate Food Court,SC003,2026-09-01 16:08:00,0.2,arrived_customer,operational
184,23,Eastgate Food Court,SC003,2026-09-01 16:09:00,0.0,delivery_complete,operational
185,24,Eastgate Food Court,SC010,2026-09-01 15:53:00,0.0,order_received,operational
186,24,Eastgate Food Court,SC010,2026-09-01 16:02:00,0.08,arrived_restaurant,operational
187,24,Eastgate Food Court,SC010,2026-09-01 16:06:00,0.0,pickup_complete,minor_delay
188,24,Eastgate Food Court,SC010,2026-09-01 16:07:00,1.38,in_transit,operational
189,24,Eastgate Food Court,SC010,2026-09-01 16:16:00,0.0,waiting_traffic,operational
190,24,Eastgate Food Court,SC010,2026-09-01 16:19:00,0.94,in_transit,operational
191,24,Eastgate Food Court,SC010,2026-09-01 16:23:00,0.18,arrived_customer,operational
192,24,Eastgate Food Court,SC010,2026-09-01 16:27:00,0.0,delivery_complete,operational
193,25,Downtown Hub,SC005,2026-09-02 09:56:00,0.0,order_received,operational
194,25,Downtown Hub,SC005,2026-09-02 10:10:00,0.23,arrived_restaurant,operational
195,25,Downtown Hub,SC005,2026-09-02 10:16:00,0.0,pickup_complete,operational
196,25,Downtown Hub,SC005,2026-09-02 10:17:00,1.67,in_transit,operational
197,25,Downtown Hub,SC005,2026-09-02 10:24:00,0.0,waiting_traffic,operational
198,25,Downtown Hub,SC005,2026-09-02 10:26:00,1.99,in_transit,operational
199,25,Downtown Hub,SC005,2026-09-02 10:35:00,0.09,arrived_customer,operational
200,25,Downtown Hub,SC005,2026-09-02 10:37:00,0.0,delivery_complete,operational
201,26,North Plaza,SC009,2026-09-01 09:40:00,0.0,order_received,operational
202,26,North Plaza,SC009,2026-09-01 09:53:00,0.19,arrived_restaurant,operational
203,26,North Plaza,SC009,2026-09-01 09:57:00,0.0,pickup_complete,operational
204,26,North Plaza,SC009,2026-09-01 09:58:00,1.56,in_transit,operational
205,26,North Plaza,SC009,2026-09-01 10:06:00,0.0,waiting_traffic,operational
206,26,North Plaza,SC009,2026-09-01 10:10:00,1.93,in_transit,operational
207,26,North Plaza,SC009,2026-09-01 10:22:00,0.11,arrived_customer,operational
208,26,North Plaza,SC009,2026-09-01 10:27:00,0.0,delivery_complete,operational
209,27,North Plaza,SC018,2026-09-01 09:04:00,0.0,order_received,operational
210,27,North Plaza,SC018,2026-09-01 09:16:00,0.05,arrived_restaurant,operational
211,27,North Plaza,SC018,2026-09-01 09:19:00,0.0,pickup_complete,operational
212,27,North Plaza,SC018,2026-09-01 09:20:00,1.06,in_transit,operational
213,27,North Plaza,SC018,2026-09-01 09:30:00,0.0,waiting_traffic,operational
214,27,North Plaza,SC018,2026-09-01 09:31:00,1.27,in_transit,operational
215,27,North Plaza,SC018,2026-09-01 09:35:00,0.2,arrived_customer,operational
216,27,North Plaza,SC018,2026-09-01 09:36:00,0.0,delivery_complete,operational
217,28,Eastgate Food Court,SC002,2026-09-02 11:43:00,0.0,order_received,operational
218,28,Eastgate Food Court,SC002,2026-09-02 11:46:00,0.14,arrived_restaurant,operational
219,28,Eastgate Food Court,SC002,2026-09-02 11:50:00,0.0,pickup_complete,operational
220,28,Eastgate Food Court,SC002,2026-09-02 11:51:00,3.11,in_transit,operational
221,28,Eastgate Food Court,SC002,2026-09-02 11:57:00,0.0,waiting_traffic,operational
222,28,Eastgate Food Court,SC002,2026-09-02 12:02:00,0.99,in_transit,operational
223,28,Eastgate Food Court,SC002,2026-09-02 12:06:00,0.21,arrived_customer,operational
224,28,Eastgate Food Court,SC002,2026-09-02 12:10:00,0.0,delivery_complete,operational
225,29,Westside Kitchen,SC006,2026-09-02 08:11:00,0.0,order_received,operational
226,29,Westside Kitchen,SC006,2026-09-02 08:19:00,0.29,arrived_restaurant,operational
227,29,Westside Kitchen,SC006,2026-09-02 08:23:00,0.0,pickup_complete,operational
228,29,Westside Kitchen,SC006,2026-09-02 08:24:00,2.54,in_transit,operational
229,29,Westside Kitchen,SC006,2026-09-02 08:33:00,0.0,waiting_traffic,operational
230,29,Westside Kitchen,SC006,2026-09-02 08:38:00,3.34,in_transit,operational
231,29,Westside Kitchen,SC006,2026-09-02 08:39:00,0.28,arrived_customer,operational
232,29,Westside Kitchen,SC006,2026-09-02 08:43:00,0.0,delivery_complete,operational
233,30,Downtown Hub,SC013,2026-09-01 21:30:00,0.0,order_received,operational
234,30,Downtown Hub,SC013,2026-09-01 21:37:00,0.07,arrived_restaurant,operational
235,30,Downtown Hub,SC013,2026-09-01 21:42:00,0.0,pickup_complete,operational
236,30,Downtown Hub,SC013,2026-09-01 21:43:00,0.86,in_transit,operational
237,30,Downtown Hub,SC013,2026-09-01 21:51:00,0.0,waiting_traffic,operational
238,30,Downtown Hub,SC013,2026-09-01 21:53:00,1.12,in_transit,operational
239,30,Downtown Hub,SC013,2026-09-01 21:58:00,0.22,arrived_customer,operational
240,30,Downtown Hub,SC013,2026-09-01 22:03:00,0.0,delivery_complete,operational
241,31,Eastgate Food Court,SC009,2026-09-01 20:17:00,0.0,order_received,operational
242,31,Eastgate Food Court,SC009,2026-09-01 20:27:00,0.23,arrived_restaurant,operational
243,31,Eastgate Food Court,SC009,2026-09-01 20:32:00,0.0,pickup_complete,operational
244,31,Eastgate Food Court,SC009,2026-09-01 20:33:00,1.28,in_transit,operational
245,31,Eastgate Food Court,SC009,2026-09-01 20:41:00,0.0,waiting_traffic,operational
246,31,Eastgate Food Court,SC009,2026-09-01 20:44:00,3.47,in_transit,operational
247,31,Eastgate Food Court,SC009,2026-09-01 20:52:00,0.24,arrived_customer,operational
248,31,Eastgate Food Court,SC009,2026-09-01 20:53:00,0.0,delivery_complete,operational
249,32,Eastgate Food Court,SC002,2026-09-01 17:27:00,0.0,order_received,operational
250,32,Eastgate Food Court,SC002,2026-09-01 17:31:00,0.26,arrived_restaurant,operational
251,32,Eastgate Food Court,SC002,2026-09-01 17:37:00,0.0,pickup_complete,operational
252,32,Eastgate Food Court,SC002,2026-09-01 17:38:00,2.84,in_transit,minor_delay
253,32,Eastgate Food Court,SC002,2026-09-01 17:47:00,0.0,waiting_traffic,operational
254,32,Eastgate Food Court,SC002,2026-09-01 17:49:00,1.66,in_transit,operational
255,32,Eastgate Food Court,SC002,2026-09-01 17:59:00,0.27,arrived_customer,operational
256,32,Eastgate Food Court,SC002,2026-09-01 18:03:00,0.0,delivery_complete,operational
257,33,North Plaza,SC001,2026-09-03 22:51:00,0.0,order_received,operational
258,33,North Plaza,SC001,2026-09-03 23:00:00,0.29,arrived_restaurant,operational
259,33,North Plaza,SC001,2026-09-03 23:04:00,0.0,pickup_complete,operational
260,33,North Plaza,SC001,2026-09-03 23:05:00,2.01,in_transit,operational
261,33,North Plaza,SC001,2026-09-03 23:13:00,0.0,waiting_traffic,operational
262,33,North Plaza,SC001,2026-09-03 23:14:00,2.62,in_transit,operational
263,33,North Plaza,SC001,2026-09-03 23:17:00,0.25,arrived_customer,operational
264,33,North Plaza,SC001,2026-09-03 23:22:00,0.0,delivery_complete,operational
265,34,Eastgate Food Court,SC004,2026-09-03 22:19:00,0.0,order_received,operational
266,34,Eastgate Food Court,SC004,2026-09-03 22:29:00,0.06,arrived_restaurant,operational
267,34,Eastgate Food Court,SC004,2026-09-03 22:33:00,0.0,pickup_complete,operational
268,34,Eastgate Food Court,SC004,2026-09-03 22:34:00,3.2,in_transit,operational
269,34,Eastgate Food Court,SC004,2026-09-03 22:35:00,0.0,waiting_traffic,operational
270,34,Eastgate Food Court,SC004,2026-09-03 22:40:00,1.19,in_transit,operational
271,34,Eastgate Food Court,SC004,2026-09-03 22:44:00,0.24,arrived_customer,operational
272,34,Eastgate Food Court,SC004,2026-09-03 22:47:00,0.0,delivery_complete,operational
273,35,Westside Kitchen,SC020,2026-09-03 12:25:00,0.0,order_received,operational
274,35,Westside Kitchen,SC020,2026-09-03 12:30:00,0.07,arrived_restaurant,operational
275,35,Westside Kitchen,SC020,2026-09-03 12:35:00,0.0,pickup_complete,operational
276,35,Westside Kitchen,SC020,2026-09-03 12:36:00,3.02,in_transit,operational
277,35,Westside Kitchen,SC020,2026-09-03 12:42:00,0.0,waiting_traffic,operational
278,35,Westside Kitchen,SC020,2026-09-03 12:44:00,1.03,in_transit,operational
279,35,Westside Kitchen,SC020,2026-09-03 12:51:00,0.29,arrived_customer,operational
280,35,Westside Kitchen,SC020,2026-09-03 12:56:00,0.0,delivery_complete,operational
281,36,Westside Kitchen,SC017,2026-09-02 20:57:00,0.0,order_received,minor_delay
282,36,Westside Kitchen,SC017,2026-09-02 21:03:00,0.24,arrived_restaurant,operational
283,36,Westside Kitchen,SC017,2026-09-02 21:06:00,0.0,pickup_complete,operational
284,36,Westside Kitchen,SC017,2026-09-02 21:07:00,3.25,in_transit,operational
285,36,Westside Kitchen,SC017,2026-09-02 21:08:00,0.0,waiting_traffic,operational
286,36,Westside Kitchen,SC017,2026-09-02 21:12:00,0.83,in_transit,operational
287,36,Westside Kitchen,SC017,2026-09-02 21:18:00,0.17,arrived_customer,operational
288,36,Westside Kitchen,SC017,2026-09-02 21:20:00,0.0,delivery_complete,minor_delay
289,37,Westside Kitchen,SC010,2026-09-01 20:12:00,0.0,order_received,operational
290,37,Westside Kitchen,SC010,2026-09-01 20:21:00,0.24,arrived_restaurant,operational
291,37,Westside Kitchen,SC010,2026-09-01 20:24:00,0.0,pickup_complete,minor_delay
292,37,Westside Kitchen,SC010,2026-09-01 20:25:00,1.81,in_transit,operational
293,37,Westside Kitchen,SC010,2026-09-01 20:31:00,0.0,waiting_traffic,operational
294,37,Westside Kitchen,SC010,2026-09-01 20:34:00,1.4,in_transit,operational
295,37,Westside Kitchen,SC010,2026-09-01 20:39:00,0.3,arrived_customer,operational
296,37,Westside Kitchen,SC010,2026-09-01 20:43:00,0.0,delivery_complete,operational
297,38,North Plaza,SC016,2026-09-02 11:09:00,0.0,order_received,operational
298,38,North Plaza,SC016,2026-09-02 11:20:00,0.29,arrived_restaurant,operational
299,38,North Plaza,SC016,2026-09-02 11:25:00,0.0,pickup_complete,operational
300,38,North Plaza,SC016,2026-09-02 11:26:00,2.68,in_transit,operational
301,38,North Plaza,SC016,2026-09-02 11:37:00,0.0,waiting_traffic,operational
302,38,North Plaza,SC016,2026-09-02 11:40:00,2.38,in_transit,operational
303,38,North Plaza,SC016,2026-09-02 11:53:00,0.28,arrived_customer,operational
304,38,North Plaza,SC016,2026-09-02 11:55:00,0.0,delivery_complete,minor_delay
305,39,North Plaza,SC002,2026-09-03 11:58:00,0.0,order_received,operational
306,39,North Plaza,SC002,2026-09-03 12:13:00,0.12,arrived_restaurant,operational
307,39,North Plaza,SC002,2026-09-03 12:16:00,0.0,pickup_complete,operational
308,39,North Plaza,SC002,2026-09-03 12:17:00,1.75,in_transit,operational
309,39,North Plaza,SC002,2026-09-03 12:19:00,0.0,waiting_traffic,minor_delay
310,39,North Plaza,SC002,2026-09-03 12:21:00,3.43,in_transit,operational
311,39,North Plaza,SC002,2026-09-03 12:28:00,0.25,arrived_customer,minor_delay
312,39,North Plaza,SC002,2026-09-03 12:29:00,0.0,delivery_complete,operational
313,40,North Plaza,SC018,2026-09-02 22:10:00,0.0,order_received,operational
314,40,North Plaza,SC018,2026-09-02 22:19:00,0.28,arrived_restaurant,operational
315,40,North Plaza,SC018,2026-09-02 22:22:00,0.0,pickup_complete,operational
316,40,North Plaza,SC018,2026-09-02 22:23:00,1.93,in_transit,operational
317,40,North Plaza,SC018,2026-09-02 22:30:00,0.0,waiting_traffic,operational
318,40,North Plaza,SC018,2026-09-02 22:34:00,3.47,in_transit,operational
319,40,North Plaza,SC018,2026-09-02 22:44:00,0.09,arrived_customer,operational
320,40,North Plaza,SC018,2026-09-02 22:47:00,0.0,delivery_complete,operational
321,41,Eastgate Food Court,SC015,2026-09-01 19:18:00,0.0,order_received,operational
322,41,Eastgate Food Court,SC015,2026-09-01 19:20:00,0.29,arrived_restaurant,operational
323,41,Eastgate Food Court,SC015,2026-09-01 19:27:00,0.0,pickup_complete,operational
324,41,Eastgate Food Court,SC015,2026-09-01 19:28:00,2.07,in_transit,operational
325,41,Eastgate Food Court,SC015,2026-09-01 19:34:00,0.0,waiting_traffic,operational
